PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Churn
-2.839943513535756,-1.2476434487207861,1.0144246405829254,-0.3399528979030053,-1.0992936058723495,0.09257620414137746,0.5173409711507018,0.40847710458130987,-0.0866706274045974,-0.03677099814332009,0
-0.3523173930055216,1.4346023650637871,-0.45146552199478746,-0.35932772616944225,0.00022459653611773295,-0.1897050411044972,-0.2985792279372064,-0.3706716979862501,-0.11452714657832566,0.05652565746549176,0
-2.088347910224552,-0.19033824045884595,-1.506188271673123,-1.0797220694960252,-0.20835233452019072,-0.23801477218409509,0.16088272223350916,-0.21034248661397095,0.15353203415551472,0.008629431546052207,1
-0.37565411805190796,1.8725228973577193,-0.3024578309171352,-0.42341178321910666,-0.25673435479052165,-0.36165681446291215,-0.24421776556036595,0.3747979771204151,0.18581487261290203,0.003063354613212665,0
-1.3624088467144804,-2.841711807823696,0.5775073601279948,0.012426658330965082,0.5316399393027562,0.7000282169883575,0.1783106179999257,-0.1065436055956617,0.14304223430709068,-0.11441826501561297,1
0.44473592027715353,-3.053279788888105,0.09507971604445539,-0.5572505168123747,-0.22455137194903377,0.42848386423313073,-0.4540238498155088,-0.03805367163944309,0.1443956379009908,-0.06808225144776124,1
0.4923277864841375,-1.6440491322639124,-0.9699908279889824,0.9773048791176148,0.27368100968201603,-0.14728087835380502,-0.2624596486357068,0.019533642066262343,0.03347391046593492,0.010089850919097575,0
-2.558774204907683,0.60636568872272,-0.7976633630560518,-0.5465118225590162,0.14769039514037124,-0.6033873082253796,0.16308507521276275,0.17355175738369535,-0.07022306956911925,-0.025177851587732416,0
1.9693338219129732,-2.3557757192501194,0.5269188551772531,-0.3184908138205059,-0.3159963816951169,-0.3076770924241923,-0.5131319174760476,0.0670173597548614,-0.16220356268867464,-0.09803088798767194,1
0.578258413862479,2.1099723021692127,0.07383803226995196,0.025539307721815695,0.14740232268409129,-0.7234115516281001,-0.0009698703134632963,-0.35760055596880636,0.18030917033102103,0.02917321950780662,0
-1.7793090584852094,0.5270741190518763,-0.7715838686845534,-0.4557364460681105,0.22256778568880617,-0.7843700736253869,-0.24299456000845424,-0.3585947119944808,-0.21867471900185118,0.13720223913589227,0
-2.3092810118021467,2.122032438885244,-0.03306439454650902,-0.0458768095415214,0.3629575108888342,1.2115539213363788,-0.11316039035915987,0.0412805481308822,-0.4463619109738113,-0.05461576060324921,0
2.873027743349404,-0.23024893012195713,-0.27551557694068596,1.3669377266511138,0.16874695259600625,-0.03580900962580174,0.17623875926930915,-0.03354171148176774,-0.1292245641030666,0.061096011933771475,0
2.727664210545811,-0.9750974079472875,-0.6935816973110349,1.0298937461975513,-0.07151134738643755,-0.9840216925152749,-0.1607057125212724,0.18467775182871943,-0.14535990588488593,0.013463888985547465,1
1.9972361357244401,-1.6102552985344414,-0.04321335735843038,-1.9771949036832026,0.43707120429650176,-0.5302436123155065,-0.7870759116694492,0.1604209464008156,-0.13726521232162073,-0.055177783059970065,0
